title,저자,발행기관,발행연도,핵심어
논문 : 철도시설의 배리어프리 실태조사 및 분석                      = Research Paper : A Study on the Analysis and Investigation about Barrier-Free in Railroad Facilities,노지혜 ( Ji Hye Noh ),한국의료복지건축학회(구 한국의료복지시설학회)(Korea Institute of Healthcare Architecture),2011,"['철도시설', '교통약자', '무장애', '이동성', '접근성', 'railroad facilities', 'the mobility handicapped', 'Barrier-free', 'mobility', 'accessibility']"
중앙분리대를 이용한 도로운영체계 개선방안 연구,이인규,대한교통학회,2011,
교통약자의 대중교통환승을 위한 K경로 알고리즘 적용성 연구                      = Applicability of K-path Algorithm for the Transit Transfer of the Mobility Handicapped,김응철,한국도로학회(Korean Society of Road Engineers),2011,"['교통약자', '통행특성', '환승', 'K경로 알고리즘', '경로삭제방법', 'the mobility handicapped', 'travel characteristic', 'transfer', 'K-path algorithm', 'path deletion method']"
교통약자의 유형별 통행특성 및 통행수단 선택행태 분석에 관한 연구: 경산시를 사례로                      = Analyzing Travel Characteristics and Mode Choice Behavior of the Transportation Handicapped: A Case Study of Gyeongsan City,윤대식,국토연구원(Korea Research Institute for Human Settlements),2010,"['Transportation Handicapped', 'Travel Characteristics', 'Mode Choice', 'Logit Model', '교통약자', '통행특성', '통행수단 선택', '로짓모형']"
시뮬레이션 기법을 이용한 중앙버스전용차로의 정차면수 산정에 관한 연구,김응철,대한교통학회,2010,
생활교통을 위한 교통약자 편의증진방안에 관한 연구 -광주광역시를 중심으로-                      = A Study on Convenience Movement for Living Transportation of Mobility Handicapped,윤판 ( Yoon Pan ),전남대학교 지역개발연구소,2010,"['생활교통', '교통약자', '이동편의', '교통정책', 'Living Traffic', 'Mobility Handicapped', 'Convenience Movement', 'Traffic Policy']"
IPA분석을 이용한 성인지적 관점에서의 지하철 이용자 만족도 분석,박주한,대한교통학회,2010,
인사동길의 교통약자 보행환경 평가                      = 휠체어 이용자의 상점 진입구 접근성을 중심으로,"장민경(Chang, Min-Kyoung)",한국도시설계학회,2010,"['교통약자', '접근성', '인사동 지구단위계획', '인사동', 'Mobility-handicapped', 'Accessibility', 'Insa-dong District Plan', 'Insa-dong']"
교통약자를 위한 모래사장용 액세스보드 디자인에 관한 연구                      = A study of the access board for traffic-vulnerable using at the beach,이창주(Lee chang-Joo),한국디자인학회,2010,"['accessibility', 'traffic-vulnerable', 'universal design']"
교통약자를 배려한 안전스텝 개발에 관한 연구                      = A Study on Development of Safety Step for the Mobility Handicapped,정의진(Euijin Joung),대한전기학회,2010,
교통약자를 중심으로 자전거 시설개선방안에 관한 연구,최병호,대한교통학회,2010,
RFID를 이용한 시각장애인 횡단보도 보행안내 시스템에 관한 연구                      = A Study on Crosswalk Guidance System for the Blind using RFID,박인정(In Jung Park),大韓電子工學會,2010,"['교통약자', '횡단보도', 'RFID Tag', 'RFID Reader', '900㎒']"
교통약자의 이동편익을 위한 영상정보서비스 구현에 관한 연구                      = A Study On Implementation of Imagery information Service for The Mobility Handicapped Persons's Convenience and Safety,김문기(Moongie KIM),대한공간정보학회(The Korean Society for Geo-Spatial Information System),2010,
교통약자 서비스를 위한 정보센터 통합방안                      = Integration of Information Centers for the Elders and Disabled Services,남두희,한국ITS학회,2010,"['Disabled', 'elderly', 'service', 'system integration', 'information center']"
체크리스트를 통한 공항철도의 이용자 시설평가,문서현(Moon Suh-Hyun),대한건축학회(The Architectural Institute of Korea),2010,"['공항철도', '체크리스트', '교통약자의 이동편의 증진법 시행규칙', '이동원활화 기준', 'Airport Railroad', 'Checklist', 'Law to Improve Transportation of Mobility Handicapped People', 'Standards for Efficient Transportation']"
경기도 표준형 택시승강장 개발,오승호(OH Seung-Ho),한국디자인학회,2010,"['public design', 'public facility', 'city identity', 'universal design']"
교통약자의 복지교통 서비스 개선방안                      = Improvement of the Transport Service for the Mobility Handicapped,윤항묵,東義大學校産業技術開發硏究所(Research Institute of Industrial Technology Development Dongeui University),2010,"['mobility handicapped', 'transportation vulnerable', 'transport system', 'disabled']"
차량 내 FM라디오를 이용한 VMS서비스 개선 연구                      = A Study on Enhancing VMS Services by FM Car Radio,박범진,한국ITS학회,2010,"['MS', 'FM', 'watermarking', 'background sound', 'RSSI']"
저상굴절버스의 전 차륜 조향 시스템 ECU 개발에 대한 연구                      = A Study of Development of All Wheel Steering ECU in Bi-modal Tram,김기정,한국정보처리학회,2010,"['전 차륜 조향', '전자제어장치', '회전 반경', '유압시스템', '조향장치', '저상굴절버스']"
바이모달 트램의 저주파 전자계 환경에 대한 연구                      = Research on Electromagnetic Circumstance of Bi-modal Tram in Extremely Low Frequency,송명곤(Myung-Kon Song),대한전기학회,2010,
교통약자를 위한 도시철도 서비스 수준 평가지표 활용 방안                      = Utilization of Urban Rail Service-level Evaluation Index for a Traffic Weak Person,김하나(Ha-Na Kim),한국철도학회,2010,
