title,저자,발행기관,발행연도,핵심어
특별교통수단 이용자 통행패턴 분석 - 경상남도 사례 -                      = Travel Patterns of Disabled Persons Using Special Transport Systems : Case of Gyeongsangnam-do,신용은,대한토목학회,2014,"['특별교통수단', '통행특성', '장애인', '기종점', '경상남도 콜센터']"
교통약자용 경로안내 서비스를 위한 인터페이스 설계                      = Interface design of routing service for Vulnerable Pedestrians,이재은(Jaeeun Lee),대한공간정보학회(The Korean Society for Geo-Spatial Information System),2014,
논문 : 도시철도 역사의 유니버설 디자인 기준요소에 관한 연구                      = Research Paper : A Study on Universal Design Critical Factors of the Urban Railway Station,강병근 ( Byoung Keun Kang ),한국의료복지건축학회(구 한국의료복지시설학회)(Korea Institute of Healthcare Architecture),2014,"['도시철도역사', '유니버설디자인', '교통약자', 'Urban Railway Station', 'Universal Design', 'the Transportation Poor']"
어린이 · 노인 보행자 교통안전을 위한 근린환경요인,"이세영(Lee, Sae-young)",한국도시설계학회,2014,"['근린환경요인', '보행자 교통사고', '공간회귀분석', 'Neighborhood Environmental Factors', 'Pedestrian Accident', 'Spatial Regression Analysis']"
경기도 교통정책 3.0 : 생활형 교통정책으로의 전환,조응래,경기연구원,2014,
정차주문단말기 개발을 통한 교통약자의 버스이용 편의성 증대,이대한,한국산업경영시스템학회,2014,
시각장애인을 위한 음성지도 제작에 관한 연구                      = A Study on the Implementation of the Auditory Map for Blind People,오충원 ( Chung-weon Oh ),국토지리학회(구 한국지리교육학회),2014,"['길안내 지도', '시각장애인 지도', '음성지도', '보행 약자', 'auditory map', 'wayfinding information', 'blind people', 'online mapping service']"
생활에서의 교통안전을 위한 법적 검토,김원중,유럽헌법학회,2014,"['교통안전', '교통사고', '교통단속', '교통안전정책', '교통법', 'traffic safety', 'Traffic accident', 'traffic control', 'traffic safety policies', 'traffic law']"
Willingness to Pay for the Investment in Facilities for the Transportation Disadvantaged,"Lee, Chung-Ki(이충기)",한국교통연구원,2013,"['the Transportation Disadvantaged', 'Universal Design', 'Barrier-free', 'Contingent Valuation', 'Willingness to Pay', '교통약자', '유니버설 디자인', '무장애', '조건부 가치 측정법', '지불의사액']"
필수위임조례의 법령 적합성                      = Gesetzmäßigkeit von pflichtig aufgetrag erlassenen Satzungen,강기홍(Kee-Hong Kang),한국비교공법학회(KOREAN COMPARATIVE PUBLIC LAW ASSOCIATION),2013,"['필수위임조례', '법령의 범위 내에서', '자치법규 제때 마련', '교통약자의 이동편의증진법', '자동차관리법', '법제처 ?자치법규 입안 매뉴얼?(2012)', 'Pflichtig aufgetrag erlassenen Satzungen', 'im Rahmen der Gesetze', 'Zeitmaßige Satzungsgebung der Gemeinde', 'Gesetz zur Forderungder Fortbewegungsangemessenheit von Verkehrsschwachen', 'Gesetz uber Leitung von Kraftwagen', 'Manual zur Satzungsgebung vom Ministerium der Goverment Legislatur(2012)']"
